firm_id,firm_name,primary_category,uk_relevance,hq_region,priority_tier,fit_relevance,careers_url,canonical_platform,canonical_feed_url,alternate_endpoints_json,search_aliases_json,scrape_status,scrape_method,search_enabled,feed_enabled,uk_only_expected,notes,last_validated_at
checkout-com,Checkout.com,Fintech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/checkoutcom,Greenhouse,https://boards-api.greenhouse.io/v1/boards/checkoutcom/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/checkout"", ""feed_url"": ""https://api.lever.co/v0/postings/checkout?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/checkoutcom"", ""feed_url"": ""https://api.lever.co/v0/postings/checkoutcom?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/checkout"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/checkout"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/checkout"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=checkout"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]","[""Checkout"", ""Checkoutcom""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
citi,Citi,Fintech,UK-Presence,EMEA,Tier1,Core,https://jobs.smartrecruiters.com/Citi,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/Citi/postings,"[{""platform"": ""Custom"", ""careers_url"": ""https://jobs.citi.com/"", ""feed_url"": """", ""workday_entry"": """", ""source"": ""Citi careers""}]",[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
gocardless,GoCardless,Fintech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/gocardless,Greenhouse,https://boards-api.greenhouse.io/v1/boards/gocardless/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/gocardless"", ""feed_url"": ""https://api.lever.co/v0/postings/gocardless?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/gocardless"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/gocardless"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/gocardless"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=gocardless"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]","[""Gocardless""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
modulr,Modulr,Fintech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/modulr,Greenhouse,https://boards-api.greenhouse.io/v1/boards/modulr/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/modulr"", ""feed_url"": ""https://api.lever.co/v0/postings/modulr?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""modulr""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
revolut,Revolut,Fintech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/revolut,Greenhouse,https://boards-api.greenhouse.io/v1/boards/revolut/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/revolut"", ""feed_url"": ""https://api.lever.co/v0/postings/revolut?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/revolut"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=revolut"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/revolut"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/revolut"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]","[""revolut""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
stripe,Stripe,Fintech,UK-Presence,EMEA,Tier1,Core,https://jobs.ashbyhq.com/stripe,Ashby,https://api.ashbyhq.com/posting-api/job-board/stripe,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_ashby_list; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby,
truelayer,TrueLayer,Fintech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/truelayer,Greenhouse,https://boards-api.greenhouse.io/v1/boards/truelayer/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/truelayer"", ""feed_url"": ""https://api.lever.co/v0/postings/truelayer?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/truelayer"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/truelayer"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/truelayer"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=truelayer"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]","[""Truelayer""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
wise,Wise,Fintech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/wise,Greenhouse,https://boards-api.greenhouse.io/v1/boards/wise/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/wise"", ""feed_url"": ""https://api.lever.co/v0/postings/wise?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/wise"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/wise"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/wise"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=wise"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
adclear,Adclear,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Adclear&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
alloy,alloy,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/alloy,Greenhouse,https://boards-api.greenhouse.io/v1/boards/alloy/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
amazon,Amazon,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Amazon&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
anna-money,ANNA Money,Fintech,UK-Presence,EMEA,Tier2,Core,https://anna.money/careers/,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom,
appian,Appian,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/appian,Greenhouse,https://boards-api.greenhouse.io/v1/boards/appian/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
appian,appian,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/appian,Greenhouse,https://boards-api.greenhouse.io/v1/boards/appian/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
apple,Apple,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Apple&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
arkk-solutions,Arkk Solutions,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.arkk.com/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom,
armalytix,Armalytix,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Armalytix&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
auditcomply,AuditComply,Fintech,UK-Presence,EMEA,Tier2,Core,https://auditcomply.com/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom,
avaloq,Avaloq,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.avaloq.com/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom,
azimo,azimo,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.lever.co/azimo,Lever,https://api.lever.co/v0/postings/azimo?mode=json,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_lever_list; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever,
azimo,Azimo,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.lever.co/azimo,Lever,https://api.lever.co/v0/postings/azimo?mode=json,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_lever_list; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever,
blackdot-solutions,Blackdot Solutions,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Blackdot+Solutions&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
block,Block,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://block.xyz/careers/jobs,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom,
brex,Brex,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.ashbyhq.com/brex,Ashby,https://api.ashbyhq.com/posting-api/job-board/brex,"[{""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/brex"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=brex"", ""workday_entry"": """", ""source"": ""Ashby""}]","[""brex""]",covered,api,true,true,true,ATS feed from internal board list; internal_ashby_list; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby,
c365cloud,C365Cloud,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=C365Cloud&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
cambridge-intelligence,Cambridge Intelligence,Fintech,UK-Presence,EMEA,Tier2,Core,https://cambridge-intelligence.com/careers/,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom,
cashplus,Cashplus,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Cashplus&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
checkedsafe,CheckedSafe,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=CheckedSafe&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
chip,Chip,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/chip,Greenhouse,https://boards-api.greenhouse.io/v1/boards/chip/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/chip"", ""feed_url"": ""https://api.lever.co/v0/postings/chip?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""chip""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
clearscore,clearscore,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/clearscore,Greenhouse,https://boards-api.greenhouse.io/v1/boards/clearscore/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/clearscore"", ""feed_url"": ""https://api.lever.co/v0/postings/clearscore?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
clearscore,Clearscore,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/clearscore,Greenhouse,https://boards-api.greenhouse.io/v1/boards/clearscore/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/clearscore"", ""feed_url"": ""https://api.lever.co/v0/postings/clearscore?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
cleverchain,CleverChain,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=CleverChain&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
credit-benchmark,Credit Benchmark,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.creditbenchmark.com/careers/,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom,
creditspring,Creditspring,Fintech,UK-Presence,EMEA,Tier2,Core,https://creditspring.teamtailor.com/,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom,
cube,CUBE,Fintech,UK-Presence,EMEA,Tier2,Core,https://cube.global/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom,
currencycloud,Currencycloud,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.currencycloud.com/company/careers/,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom,
curve,Curve,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/curve,Greenhouse,https://boards-api.greenhouse.io/v1/boards/curve/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/curve"", ""feed_url"": ""https://api.lever.co/v0/postings/curve?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""curve""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
cygnetise,Cygnetise,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Cygnetise&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
datactics,Datactics,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Datactics&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
davies,Davies,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Davies&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
derivitec,Derivitec,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Derivitec&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
detected,Detected,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Detected&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
dow-jones,Dow Jones,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/dowjones,Greenhouse,https://boards-api.greenhouse.io/v1/boards/dowjones/jobs,"[{""platform"": ""SmartRecruiters"", ""careers_url"": ""https://jobs.smartrecruiters.com/DowJones"", ""feed_url"": ""https://api.smartrecruiters.com/v1/companies/DowJones/postings"", ""workday_entry"": """", ""source"": ""internal_smartrecruiters_list""}]","[""DowJones"", ""Dowjones""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
e-sign,E-Sign,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=E-Sign&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
engine-by-starling,Engine by Starling,Fintech,UK-Presence,EMEA,Tier2,Core,https://enginebystarling.com/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom,
entrust,entrust,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/entrust,Greenhouse,https://boards-api.greenhouse.io/v1/boards/entrust/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
fable-data,Fable Data,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Fable+Data&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
finch,Finch,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/finch,Greenhouse,https://boards-api.greenhouse.io/v1/boards/finch/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
finch,finch,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/finch,Greenhouse,https://boards-api.greenhouse.io/v1/boards/finch/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
fincrime-dynamics,FinCrime Dynamics,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=FinCrime+Dynamics&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
fis,FIS,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.smartrecruiters.com/FIS,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/FIS/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
flagstone,Flagstone,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.flagstoneim.com/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom,
flow-global,Flow Global,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Flow+Global&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
fna,FNA,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=FNA&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
forensic-analytics,Forensic Analytics,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Forensic+Analytics&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
forter,Forter,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Forter&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
fundapps,FundApps,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.fundapps.co/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom,
funding-circle,Funding Circle,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/fundingcircle,Greenhouse,https://boards-api.greenhouse.io/v1/boards/fundingcircle/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/fundingcircle"", ""feed_url"": ""https://api.lever.co/v0/postings/fundingcircle?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""Fundingcircle"", ""fundingcircle""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
gen-h,Gen H,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Gen+H&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
global-screening-services,Global Screening Services,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Global+Screening+Services&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
google,Google,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Google&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
griffin,Griffin,Fintech,UK-Presence,EMEA,Tier2,Core,https://griffin.com/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom,
hozah,Hozah,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Hozah&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
infinian,Infinian,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Infinian&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
iproov,iProov,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=iProov&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
jpmorgan-chase-co,JPMorgan Chase & Co,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=JPMorgan+Chase+%26+Co&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
juni,Juni,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Juni&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
kaizen,Kaizen,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Kaizen&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
klarna,Klarna,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/klarna,Greenhouse,https://boards-api.greenhouse.io/v1/boards/klarna/jobs,"[{""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/klarna"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/klarna"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
klarna,klarna,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/klarna,Greenhouse,https://boards-api.greenhouse.io/v1/boards/klarna/jobs,"[{""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/klarna"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=klarna"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
